event_id,date,date_precision,event_title,event_type,narrative_lines,narrative_line_names,importance,importance_score_1_to_5,related_entities,related_locations,source_count,sources,article_ids,likely_primary_source,evidence_summary,key_quote_or_summary,source_file,review_status
TL-412,2014-01-20,day,ON SCENE BLOG,timeline,3,组织对抗线,medium,3,GAStech|POK|Government,,1,Modern Rubicon,412,Modern Rubicon,"1915 - to the employee Edvard Vann of GAStech ""it has been allowed to go"" after nearly six hours of the interrogation from the police, the government and the civil employees of GAStech. Vann has been ","1915 - to the employee Edvard Vann of GAStech ""it has been allowed to go"" after nearly six hours of the interrogation from the police, the government and the civil employees of GAStech. Vann has been ",narrative_line_3_组织对抗线.csv,auto_clustered
TL-417,2014-01-20,day,ON SCENE BLOG,timeline,1,商业利益线,medium,3,GAStech,,1,Modern Rubicon,417,Modern Rubicon,1721 - it employs of GAStech have continued to drip outside over the two slid hours. Some have agreed in order to communicate with the members of the pressed one that it indicates that they have been ,1721 - it employs of GAStech have continued to drip outside over the two slid hours. Some have agreed in order to communicate with the members of the pressed one that it indicates that they have been ,narrative_line_1_商业利益线.csv,auto_clustered
TL-425,2014-01-20,day,ON SCENE BLOG,timeline,1,商业利益线,medium,3,GAStech|Abila,Abila,1,Modern Rubicon,425,Modern Rubicon,1245 - the police of Abila has cordoned outside of the centers of GAStech with the additional officials who arrive in order to assure the perimeter and to study that what can be only described like cr,1245 - the police of Abila has cordoned outside of the centers of GAStech with the additional officials who arrive in order to assure the perimeter and to study that what can be only described like cr,narrative_line_1_商业利益线.csv,auto_clustered
TL-43,2014-01-20,day,ON SCENE BLOG,timeline,1,商业利益线,medium,3,GAStech|Abila,Abila,1,Modern Rubicon,43,Modern Rubicon,1732 - great part of the information has re-united from employs of GAStech that have been allowed to go from the point of the investigators of the police to a kidnapping of several employ you of GASte,1732 - great part of the information has re-united from employs of GAStech that have been allowed to go from the point of the investigators of the police to a kidnapping of several employ you of GASte,narrative_line_1_商业利益线.csv,auto_clustered
TL-43,2014-01-20,day,ON SCENE BLOG,timeline,3,组织对抗线,medium,3,GAStech|Abila,Abila,1,Modern Rubicon,43,Modern Rubicon,1732 - great part of the information has re-united from employs of GAStech that have been allowed to go from the point of the investigators of the police to a kidnapping of several employ you of GASte,1732 - great part of the information has re-united from employs of GAStech that have been allowed to go from the point of the investigators of the police to a kidnapping of several employ you of GASte,narrative_line_3_组织对抗线.csv,auto_clustered
TL-43,2014-01-20,day,ON SCENE BLOG,timeline,4,绑架导火索线,medium,3,GAStech|Abila,Abila,1,Modern Rubicon,43,Modern Rubicon,1732 - great part of the information has re-united from employs of GAStech that have been allowed to go from the point of the investigators of the police to a kidnapping of several employ you of GASte,1732 - great part of the information has re-united from employs of GAStech that have been allowed to go from the point of the investigators of the police to a kidnapping of several employ you of GASte,narrative_line_4_绑架导火索线.csv,auto_clustered
TL-430,2014-01-20,day,To break off itself: The emergency to GAStech quarters construction [updates],timeline,1,商业利益线,medium,3,GAStech,,1,Tethys News,430,Tethys News,"Update, 7:45 PM: The Carman has said that the police cannot currently represent the place of fourteen employs of GAStech and not still to be able to find the suppliers. Once asked if the police though","Update, 7:45 PM: The Carman has said that the police cannot currently represent the place of fourteen employs of GAStech and not still to be able to find the suppliers. Once asked if the police though",narrative_line_1_商业利益线.csv,auto_clustered
TL-430,2014-01-20,day,To break off itself: The emergency to GAStech quarters construction [updates],timeline,4,绑架导火索线,medium,3,GAStech,,1,Tethys News,430,Tethys News,"Update, 7:45 PM: The Carman has said that the police cannot currently represent the place of fourteen employs of GAStech and not still to be able to find the suppliers. Once asked if the police though","Update, 7:45 PM: The Carman has said that the police cannot currently represent the place of fourteen employs of GAStech and not still to be able to find the suppliers. Once asked if the police though",narrative_line_4_绑架导火索线.csv,auto_clustered
TL-431,2014-01-20,day,POK Kidnaps GAStech Employees,timeline,1,商业利益线,medium,3,GAStech|POK|Abila,Abila,1,News Online Today,431,News Online Today,"The Protectors of Kronos (POK) are suspected of kidnapping up to fourteen GAStech employees from their headquarters building earlier today. One employee, Edvard Vann of Abila, was questioned for hours","The Protectors of Kronos (POK) are suspected of kidnapping up to fourteen GAStech employees from their headquarters building earlier today. One employee, Edvard Vann of Abila, was questioned for hours",narrative_line_1_商业利益线.csv,auto_clustered
TL-431,2014-01-20,day,POK Kidnaps GAStech Employees,timeline,3,组织对抗线,medium,3,GAStech|POK|Abila,Abila,1,News Online Today,431,News Online Today,"The Protectors of Kronos (POK) are suspected of kidnapping up to fourteen GAStech employees from their headquarters building earlier today. One employee, Edvard Vann of Abila, was questioned for hours","The Protectors of Kronos (POK) are suspected of kidnapping up to fourteen GAStech employees from their headquarters building earlier today. One employee, Edvard Vann of Abila, was questioned for hours",narrative_line_3_组织对抗线.csv,auto_clustered
TL-431,2014-01-20,day,POK Kidnaps GAStech Employees,timeline,4,绑架导火索线,medium,3,GAStech|POK|Abila,Abila,1,News Online Today,431,News Online Today,"The Protectors of Kronos (POK) are suspected of kidnapping up to fourteen GAStech employees from their headquarters building earlier today. One employee, Edvard Vann of Abila, was questioned for hours","The Protectors of Kronos (POK) are suspected of kidnapping up to fourteen GAStech employees from their headquarters building earlier today. One employee, Edvard Vann of Abila, was questioned for hours",narrative_line_4_绑架导火索线.csv,auto_clustered
TL-434,2014-01-20,day,VOICES - a blog on what is important to people,timeline,1,商业利益线,medium,3,,,1,Centrum Sentinel,434,Centrum Sentinel,1538 - An other employee in order to speak to the reporter on the state of anonymity. He has said that the police was making the questions a lot with regard to the nonemployees that they can have appr,1538 - An other employee in order to speak to the reporter on the state of anonymity. He has said that the police was making the questions a lot with regard to the nonemployees that they can have appr,narrative_line_1_商业利益线.csv,auto_clustered
TL-438,2014-01-20,day,ON THE SCENE BLOG,timeline,1,商业利益线,medium,3,GAStech|POK|Government,,1,The Abila Post,438,The Abila Post,"1915 UPDATE - GAStech employee Edvard Vann was ""allowed to leave"" after nearly six hours of interrogation by police, government, and GAStech officials. Vann was questioned and released about fifteen m","1915 UPDATE - GAStech employee Edvard Vann was ""allowed to leave"" after nearly six hours of interrogation by police, government, and GAStech officials. Vann was questioned and released about fifteen m",narrative_line_1_商业利益线.csv,auto_clustered
TL-438,2014-01-20,day,ON THE SCENE BLOG,timeline,3,组织对抗线,medium,3,GAStech|POK|Government,,1,The Abila Post,438,The Abila Post,"1915 UPDATE - GAStech employee Edvard Vann was ""allowed to leave"" after nearly six hours of interrogation by police, government, and GAStech officials. Vann was questioned and released about fifteen m","1915 UPDATE - GAStech employee Edvard Vann was ""allowed to leave"" after nearly six hours of interrogation by police, government, and GAStech officials. Vann was questioned and released about fifteen m",narrative_line_3_组织对抗线.csv,auto_clustered
TL-44,2014-01-20,day,To break off itself: The emergency to GAStech quarters construction [updates],timeline,1,商业利益线,medium,3,GAStech|Government,,1,Tethys News,44,Tethys News,"Update, 2:00 PM: A government automobile has been allowed with the perimeter of the police. The occupant, that she seems to be an emergency civil employee, has been left in the construction.","Update, 2:00 PM: A government automobile has been allowed with the perimeter of the police. The occupant, that she seems to be an emergency civil employee, has been left in the construction.",narrative_line_1_商业利益线.csv,auto_clustered
